iShares MSCI World ETF
Fund Holdings as of,"Jul 02, 2025"
Inception Date,"Jan 10, 2012"
Shares Outstanding,"29,500,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"TAP","MOLSON COORS BREWING CLASS B","Consumer Staples","Equity","613,255.66","0.01","613,255.66","12,379.00","49.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRO","MELROSE INDUSTRIES PLC","Industrials","Equity","612,380.50","0.01","612,380.50","84,839.00","7.22","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","610,963.17","0.01","610,963.17","4,796,000.00","12.74","Hong Kong","-","USD","7.85","HKD","-"
"1113","CK ASSET HOLDINGS LTD","Real Estate","Equity","610,708.42","0.01","610,708.42","136,000.00","4.49","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"ABF","ASSOCIATED BRITISH FOODS PLC","Consumer Staples","Equity","608,633.30","0.01","608,633.30","21,756.00","27.98","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"6","POWER ASSETS HOLDINGS LTD","Utilities","Equity","607,714.75","0.01","607,714.75","94,000.00","6.47","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"9502","CHUBU ELECTRIC POWER INC","Utilities","Equity","605,307.41","0.01","605,307.41","47,600.00","12.72","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"ERF","EUROFINS SCIENTIFIC","Health Care","Equity","604,531.24","0.01","604,531.24","8,469.00","71.38","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"TELIA","TELIA COMPANY","Communication","Equity","602,131.12","0.01","602,131.12","168,053.00","3.58","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financials","Equity","602,382.68","0.01","602,382.68","6,998.00","86.08","Belgium","Nyse Euronext - Euronext Brussels","USD","0.85","EUR","-"
"MKS","MARKS AND SPENCER GROUP PLC","Consumer Staples","Equity","600,008.31","0.01","600,008.31","130,474.00","4.60","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"8113","UNICHARM CORP","Consumer Staples","Equity","596,029.86","0.01","596,029.86","81,600.00","7.30","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"S32","SOUTH32 LTD","Materials","Equity","594,221.80","0.01","594,221.80","290,174.00","2.05","Australia","Asx - All Markets","USD","1.52","AUD","-"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","593,030.88","0.01","593,030.88","19,248.00","30.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GALP","GALP ENERGIA SGPS SA CLASS B","Energy","Equity","592,337.88","0.01","592,337.88","31,490.00","18.81","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.85","EUR","-"
"CON","CONTINENTAL AG","Consumer Discretionary","Equity","591,543.94","0.01","591,543.94","6,699.00","88.30","Germany","Xetra","USD","0.85","EUR","-"
"RNO","RENAULT SA","Consumer Discretionary","Equity","589,729.03","0.01","589,729.03","12,155.00","48.52","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"MAERSK B","A P MOLLER MAERSK B","Industrials","Equity","589,975.55","0.01","589,975.55","309.00","1,909.31","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"LIFCO B","LIFCO CLASS B","Industrials","Equity","589,308.85","0.01","589,308.85","14,680.00","40.14","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"BKT","BANKINTER SA","Financials","Equity","588,309.05","0.01","588,309.05","44,479.00","13.23","Spain","Bolsa De Madrid","USD","0.85","EUR","-"
"7309","SHIMANO INC","Consumer Discretionary","Equity","585,571.95","0.01","585,571.95","4,100.00","142.82","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CAE","CAE INC","Industrials","Equity","584,440.38","0.01","584,440.38","20,041.00","29.16","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"3659","NEXON LTD","Communication","Equity","579,834.75","0.01","579,834.75","29,400.00","19.72","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","578,601.92","0.01","578,601.92","10,699.00","54.08","United States","NASDAQ","USD","1.00","USD","-"
"HELN","HELVETIA HOLDING AG","Financials","Equity","578,465.18","0.01","578,465.18","2,444.00","236.69","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrials","Equity","577,812.88","0.01","577,812.88","21,700.00","26.63","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"MPL","MEDIBANK PRIVATE LTD","Financials","Equity","576,422.14","0.01","576,422.14","173,562.00","3.32","Australia","Asx - All Markets","USD","1.52","AUD","-"
"ADDT B","ADDTECH CLASS B","Industrials","Equity","576,016.63","0.01","576,016.63","16,990.00","33.90","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"A17U","CAPITALAND ASCENDAS REIT","Real Estate","Equity","574,917.73","0.01","574,917.73","268,316.00","2.14","Singapore","Singapore Exchange","USD","1.27","SGD","-"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Equity","574,977.83","0.01","574,977.83","8,832.00","65.10","Israel","Tel Aviv Stock Exchange","USD","3.37","ILS","-"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","572,274.12","0.01","572,274.12","1,668.00","343.09","United States","NASDAQ","USD","1.00","USD","-"
"SGP","STOCKLAND STAPLED UNITS LTD","Real Estate","Equity","571,561.60","0.01","571,561.60","156,622.00","3.65","Australia","Asx - All Markets","USD","1.52","AUD","-"
"TEN","TENARIS SA","Energy","Equity","565,041.52","0.01","565,041.52","29,549.00","19.12","Italy","Borsa Italiana","USD","0.85","EUR","-"
"4704","TREND MICRO INC","Information Technology","Equity","564,801.94","0.01","564,801.94","8,400.00","67.24","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"TRYG","TRYG","Financials","Equity","564,844.29","0.01","564,844.29","22,424.00","25.19","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"6841","YOKOGAWA ELECTRIC CORP","Information Technology","Equity","564,855.41","0.01","564,855.41","21,700.00","26.03","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CCL.B","CCL INDUSTRIES INC CLASS B","Materials","Equity","564,949.88","0.01","564,949.88","9,540.00","59.22","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"CA","CARREFOUR SA","Consumer Staples","Equity","563,798.66","0.01","563,798.66","38,905.00","14.49","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"CAR","CAR GROUP LTD","Communication","Equity","561,541.89","0.01","561,541.89","22,833.00","24.59","Australia","Asx - All Markets","USD","1.52","AUD","-"
"WISE","WISE PLC CLASS A","Financials","Equity","560,933.87","0.01","560,933.87","38,710.00","14.49","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"1801","TAISEI CORP","Industrials","Equity","560,965.11","0.01","560,965.11","9,400.00","59.68","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"4523","EISAI LTD","Health Care","Equity","557,933.00","0.01","557,933.00","19,700.00","28.32","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"WIX","WIX.COM LTD","Information Technology","Equity","556,774.14","0.01","556,774.14","3,383.00","164.58","Israel","NASDAQ","USD","1.00","USD","-"
"BPE","BPER BANCA","Financials","Equity","554,488.27","0.01","554,488.27","62,164.00","8.92","Italy","Borsa Italiana","USD","0.85","EUR","-"
"METSO","METSO CORPORATION","Industrials","Equity","550,610.30","0.01","550,610.30","41,946.00","13.13","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"SKF B","SKF B","Industrials","Equity","550,387.51","0.01","550,387.51","23,948.00","22.98","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"ALO","ALSTOM SA","Industrials","Equity","549,771.94","0.01","549,771.94","23,794.00","23.11","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"ASX","ASX LTD","Financials","Equity","548,678.97","0.01","548,678.97","11,973.00","45.83","Australia","Asx - All Markets","USD","1.52","AUD","-"
"WCP","WHITECAP RESOURCES INC","Energy","Equity","547,615.60","0.01","547,615.60","80,999.00","6.76","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"6920","LASERTEC CORP","Information Technology","Equity","547,800.73","0.01","547,800.73","4,200.00","130.43","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"288","WH GROUP LTD","Consumer Staples","Equity","546,529.26","0.01","546,529.26","564,500.00","0.97","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"MNG","M&G PLC","Financials","Equity","546,786.46","0.01","546,786.46","158,863.00","3.44","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"BOL","BOLIDEN","Materials","Equity","545,649.51","0.01","545,649.51","16,639.00","32.79","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"NHY","NORSK HYDRO","Materials","Equity","541,692.57","0.01","541,692.57","92,000.00","5.89","Norway","Oslo Bors Asa","USD","10.12","NOK","-"
"6383","DAIFUKU LTD","Industrials","Equity","540,989.41","0.01","540,989.41","21,500.00","25.16","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","540,451.53","0.01","540,451.53","10,781.00","50.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","539,172.81","0.01","539,172.81","24,519.00","21.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"4755","RAKUTEN GROUP INC","Consumer Discretionary","Equity","536,377.71","0.01","536,377.71","99,500.00","5.39","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"8136","SANRIO LTD","Consumer Discretionary","Equity","534,450.96","0.01","534,450.96","11,700.00","45.68","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"6869","SYSMEX CORP","Health Care","Equity","532,704.39","0.01","532,704.39","30,500.00","17.47","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"TREL B","TRELLEBORG B","Industrials","Equity","531,736.78","0.01","531,736.78","13,971.00","38.06","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"GET","GETLINK","Industrials","Equity","531,389.10","0.01","531,389.10","27,653.00","19.22","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"ORSTED","ORSTED","Utilities","Equity","530,287.21","0.01","530,287.21","11,743.00","45.16","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"FOX","FOX CORP CLASS B","Communication","Equity","527,703.38","0.01","527,703.38","10,394.00","50.77","United States","NASDAQ","USD","1.00","USD","-"
"BN4","KEPPEL LTD","Industrials","Equity","525,516.05","0.01","525,516.05","88,100.00","5.96","Singapore","Singapore Exchange","USD","1.27","SGD","-"
"BTRW","BARRATT REDROW PLC","Consumer Discretionary","Equity","523,800.44","0.01","523,800.44","89,094.00","5.88","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"LI","KLEPIERRE REIT SA","Real Estate","Equity","522,101.38","0.01","522,101.38","13,380.00","39.02","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"4188","MITSUBISHI CHEMICAL GROUP CORP","Materials","Equity","517,221.87","0.01","517,221.87","97,300.00","5.32","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"AM","DASSAULT AVIATION SA","Industrials","Equity","516,139.50","0.01","516,139.50","1,498.00","344.55","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"FORTUM","FORTUM","Utilities","Equity","512,947.48","0.01","512,947.48","27,791.00","18.46","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"1802","OBAYASHI CORP","Industrials","Equity","512,413.12","0.01","512,413.12","33,900.00","15.12","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"REA","REA GROUP LTD","Communication","Equity","511,944.75","0.01","511,944.75","3,249.00","157.57","Australia","Asx - All Markets","USD","1.52","AUD","-"
"ALA","ALTAGAS LTD","Utilities","Equity","508,613.46","0.01","508,613.46","17,808.00","28.56","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"TLX","TALANX AG","Financials","Equity","507,992.62","0.01","507,992.62","4,012.00","126.62","Germany","Xetra","USD","0.85","EUR","-"
"AKRBP","AKER BP","Energy","Equity","506,759.75","0.01","506,759.75","19,587.00","25.87","Norway","Oslo Bors Asa","USD","10.12","NOK","-"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Financials","Equity","505,046.89","0.01","505,046.89","17,899.00","28.22","Australia","Asx - All Markets","USD","1.52","AUD","-"
"NEM","NEMETSCHEK","Information Technology","Equity","503,256.55","0.01","503,256.55","3,555.00","141.56","Germany","Xetra","USD","0.85","EUR","-"
"SIG","SIGMA HEALTHCARE LTD","Health Care","Equity","503,450.40","0.01","503,450.40","256,537.00","1.96","Australia","Asx - All Markets","USD","1.52","AUD","-"
"ORK","ORKLA","Consumer Staples","Equity","502,938.68","0.01","502,938.68","47,166.00","10.66","Norway","Oslo Bors Asa","USD","10.12","NOK","-"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","502,440.55","0.01","502,440.55","63,200.00","7.95","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"KGF","KINGFISHER PLC","Consumer Discretionary","Equity","501,628.85","0.01","501,628.85","128,534.00","3.90","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"SCHN","SCHINDLER HOLDING AG","Industrials","Equity","500,220.56","0.01","500,220.56","1,400.00","357.30","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"OMV","OMV AG","Energy","Equity","499,764.78","0.01","499,764.78","9,153.00","54.60","Austria","Wiener Boerse Ag","USD","0.85","EUR","-"
"SHL","SONIC HEALTHCARE LTD","Health Care","Equity","499,924.40","0.01","499,924.40","28,315.00","17.66","Australia","Asx - All Markets","USD","1.52","AUD","-"
"OTEX","OPEN TEXT CORP","Information Technology","Equity","498,485.57","0.01","498,485.57","16,773.00","29.72","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"H78","HONGKONG LAND HOLDINGS LTD","Real Estate","Equity","498,490.00","0.01","498,490.00","79,000.00","6.31","Hong Kong","Singapore Exchange","USD","1.00","USD","-"
"SKA B","SKANSKA B","Industrials","Equity","497,054.30","0.01","497,054.30","21,355.00","23.28","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"BSL","BLUESCOPE STEEL LTD","Materials","Equity","497,207.06","0.01","497,207.06","31,643.00","15.71","Australia","Asx - All Markets","USD","1.52","AUD","-"
"ELISA","ELISA","Communication","Equity","495,023.52","0.01","495,023.52","8,808.00","56.20","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"EDEN","EDENRED","Financials","Equity","494,183.46","0.01","494,183.46","15,468.00","31.95","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"4911","SHISEIDO LTD","Consumer Staples","Equity","492,751.95","0.01","492,751.95","26,700.00","18.46","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CTC.A","CANADIAN TIRE LTD CLASS A","Consumer Discretionary","Equity","492,875.09","0.01","492,875.09","3,606.00","136.68","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"TLC","THE LOTTERY CORPORATION LTD","Consumer Discretionary","Equity","491,696.79","0.01","491,696.79","139,245.00","3.53","Australia","Asx - All Markets","USD","1.52","AUD","-"
"EVD","CTS EVENTIM AG","Communication","Equity","490,840.78","0.01","490,840.78","4,034.00","121.68","Germany","Xetra","USD","0.85","EUR","-"
"3088","MATSUKIYOKARA","Consumer Staples","Equity","489,616.04","0.01","489,616.04","23,900.00","20.49","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"SCA B","SVENSKA CELLULOSA B","Materials","Equity","487,388.43","0.01","487,388.43","36,973.00","13.18","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"IMCD","IMCD NV","Industrials","Equity","486,859.60","0.01","486,859.60","3,579.00","136.03","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"WTB","WHITBREAD PLC","Consumer Discretionary","Equity","486,013.39","0.01","486,013.39","12,333.00","39.41","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"ORNBV","ORION CLASS B","Health Care","Equity","485,174.03","0.01","485,174.03","6,650.00","72.96","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industrials","Equity","485,400.79","0.01","485,400.79","103,476.00","4.69","New Zealand","New Zealand Exchange Ltd","USD","1.65","NZD","-"
"TFII","TFI INTERNATIONAL INC","Industrials","Equity","483,990.80","0.01","483,990.80","5,159.00","93.81","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"7912","DAI NIPPON PRINTING LTD","Industrials","Equity","483,010.94","0.01","483,010.94","31,700.00","15.24","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"7272","YAMAHA MOTOR LTD","Consumer Discretionary","Equity","481,548.34","0.01","481,548.34","65,000.00","7.41","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"BEIJ B","BEIJER REF CLASS B","Industrials","Equity","476,999.96","0.01","476,999.96","29,297.00","16.28","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"EPI B","EPIROC CLASS B","Industrials","Equity","473,890.10","0.01","473,890.10","24,478.00","19.36","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"LUN","LUNDIN MINING CORP","Materials","Equity","469,154.20","0.01","469,154.20","42,484.00","11.04","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"GIL","GILDAN ACTIVEWEAR INC","Consumer Discretionary","Equity","469,235.04","0.01","469,235.04","9,394.00","49.95","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"SECU B","SECURITAS B","Industrials","Equity","468,901.73","0.01","468,901.73","31,078.00","15.09","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"UNI","UNIPOL ASSICURAZIONI SPA","Financials","Equity","467,875.56","0.01","467,875.56","24,665.00","18.97","Italy","Borsa Italiana","USD","0.85","EUR","-"
"TIH","TOROMONT INDUSTRIES LTD","Industrials","Equity","467,959.38","0.01","467,959.38","5,128.00","91.26","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"DVA","DAVITA INC","Health Care","Equity","466,884.00","0.01","466,884.00","3,275.00","142.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"4204","SEKISUI CHEMICAL LTD","Industrials","Equity","466,925.88","0.01","466,925.88","26,000.00","17.96","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"ENT","ENTAIN PLC","Consumer Discretionary","Equity","464,765.61","0.01","464,765.61","37,123.00","12.52","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"HEN","HENKEL AG","Consumer Staples","Equity","464,438.75","0.01","464,438.75","6,428.00","72.25","Germany","Xetra","USD","0.85","EUR","-"
"JMT","JERONIMO MARTINS SA","Consumer Staples","Equity","463,513.28","0.01","463,513.28","17,791.00","26.05","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.85","EUR","-"
"ZAL","ZALANDO","Consumer Discretionary","Equity","461,768.77","0.01","461,768.77","13,827.00","33.40","Germany","Xetra","USD","0.85","EUR","-"
"5713","SUMITOMO METAL MINING LTD","Materials","Equity","458,770.35","0.01","458,770.35","18,400.00","24.93","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"INDT","INDUTRADE","Industrials","Equity","457,667.81","0.01","457,667.81","16,557.00","27.64","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"TEL2 B","TELE2 B","Communication","Equity","456,611.22","0.01","456,611.22","31,693.00","14.41","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"8951","NIPPON BUILDING FUND REIT INC","Real Estate","Equity","455,362.61","0.01","455,362.61","492.00","925.53","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"MNDI","MONDI PLC","Materials","Equity","453,664.18","0.01","453,664.18","27,067.00","16.76","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"KEY","KEYERA CORP","Energy","Equity","451,072.00","0.01","451,072.00","14,096.00","32.00","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"RXL","REXEL SA","Industrials","Equity","449,692.07","0.01","449,692.07","14,558.00","30.89","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","446,783.47","0.01","446,783.47","3,073.00","145.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J36","JARDINE MATHESON HOLDINGS LTD","Industrials","Equity","446,220.00","0.01","446,220.00","9,000.00","49.58","Hong Kong","Singapore Exchange","USD","1.00","USD","-"
"SGH","SGH LTD","Industrials","Equity","444,262.57","0.01","444,262.57","12,856.00","34.56","Australia","Asx - All Markets","USD","1.52","AUD","-"
"MAERSK A","A P MOLLER MAERSK","Industrials","Equity","441,794.95","0.01","441,794.95","234.00","1,888.01","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"FUTU","FUTU HOLDINGS ADR LTD","Financials","Equity","441,935.36","0.01","441,935.36","3,673.00","120.32","Hong Kong","NASDAQ","USD","1.00","USD","-"
"T","TELUS CORP","Communication","Equity","440,900.55","0.01","440,900.55","27,306.00","16.15","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"FSV","FIRSTSERVICE SUBORDINATE VOTING CO","Real Estate","Equity","439,824.82","0.01","439,824.82","2,506.00","175.51","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","439,236.22","0.01","439,236.22","5,422.00","81.01","United States","NASDAQ","USD","1.00","USD","-"
"3064","MONOTARO LTD","Industrials","Equity","438,567.96","0.01","438,567.96","22,300.00","19.67","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"66","MTR CORPORATION CORP LTD","Industrials","Equity","438,731.70","0.01","438,731.70","120,000.00","3.66","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"SRT3","SARTORIUS PREF AG","Health Care","Equity","438,421.28","0.01","438,421.28","1,664.00","263.47","Germany","Xetra","USD","0.85","EUR","-"
"WPP","WPP PLC","Communication","Equity","437,505.29","0.01","437,505.29","60,841.00","7.19","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"KBX","KNORR BREMSE AG","Industrials","Equity","433,906.20","0.01","433,906.20","4,494.00","96.55","Germany","Xetra","USD","0.85","EUR","-"
"EMP.A","EMPIRE LTD CLASS A","Consumer Staples","Equity","433,454.25","0.01","433,454.25","10,701.00","40.51","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"ICL","ICL GROUP LTD","Materials","Equity","431,044.07","0.01","431,044.07","59,685.00","7.22","Israel","Tel Aviv Stock Exchange","USD","3.37","ILS","-"
"5411","JFE HOLDINGS INC","Materials","Equity","426,482.56","0.01","426,482.56","36,100.00","11.81","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CPB","CAMPBELL SOUP","Consumer Staples","Equity","425,760.20","0.01","425,760.20","13,330.00","31.94","United States","NASDAQ","USD","1.00","USD","-"
"NOK","NOK CASH","Cash and/or Derivatives","Cash","424,866.09","0.01","424,866.09","4,299,199.00","9.88","Norway","-","USD","10.12","NOK","-"
"APA","APA GROUP UNITS","Utilities","Equity","422,151.18","0.01","422,151.18","76,478.00","5.52","Australia","Asx - All Markets","USD","1.52","AUD","-"
"DIM","SARTORIUS STEDIM BIOTECH SA","Health Care","Equity","412,228.23","0.01","412,228.23","1,708.00","241.35","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"KESKOB","KESKO CLASS B","Consumer Staples","Equity","411,433.20","0.01","411,433.20","16,697.00","24.64","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"QAN","QANTAS AIRWAYS LTD","Industrials","Equity","410,877.15","0.01","410,877.15","59,506.00","6.90","Australia","Asx - All Markets","USD","1.52","AUD","-"
"8593","MITSUBISHI HC CAPITAL INC","Financials","Equity","409,988.89","0.01","409,988.89","54,700.00","7.50","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Health Care","Equity","409,643.86","0.01","409,643.86","6,519.00","62.84","Italy","Borsa Italiana","USD","0.85","EUR","-"
"STERV","STORA ENSO CLASS R","Materials","Equity","408,888.98","0.01","408,888.98","36,377.00","11.24","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"7202","ISUZU MOTORS LTD","Consumer Discretionary","Equity","408,262.45","0.01","408,262.45","32,000.00","12.76","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"7701","SHIMADZU CORP","Information Technology","Equity","407,759.07","0.01","407,759.07","16,900.00","24.13","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"VCX","VICINITY CENTRES","Real Estate","Equity","407,811.64","0.01","407,811.64","245,586.00","1.66","Australia","Asx - All Markets","USD","1.52","AUD","-"
"BKW","BKW N AG","Utilities","Equity","407,180.79","0.01","407,180.79","1,874.00","217.28","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrials","Equity","403,635.16","0.01","403,635.16","89,547.00","4.51","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"SBRY","SAINSBURY(J) PLC","Consumer Staples","Equity","401,933.33","0.01","401,933.33","106,821.00","3.76","United Kingdom","London Stock Exchange","USD","0.74","GBP","Jan 02, 1985"
"2269","MEIJI HOLDINGS LTD","Consumer Staples","Equity","399,430.65","0.01","399,430.65","18,000.00","22.19","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"EMSN","EMS-CHEMIE HOLDING AG","Materials","Equity","398,270.84","0.01","398,270.84","504.00","790.22","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"4151","KYOWA KIRIN LTD","Health Care","Equity","394,797.43","0.01","394,797.43","22,900.00","17.24","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"7186","CONCORDIA FINANCIAL GROUP LTD","Financials","Equity","394,228.64","0.01","394,228.64","60,700.00","6.49","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"DCC","DCC PLC","Industrials","Equity","393,255.71","0.01","393,255.71","6,022.00","65.30","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"LEG","LEG IMMOBILIEN N","Real Estate","Equity","391,391.05","0.01","391,391.05","4,516.00","86.67","Germany","Xetra","USD","0.85","EUR","-"
"6823","HKT TRUST AND HKT UNITS LTD","Communication","Equity","390,833.00","0.01","390,833.00","260,000.00","1.50","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"YAR","YARA INTERNATIONAL","Materials","Equity","386,975.26","0.01","386,975.26","10,351.00","37.39","Norway","Oslo Bors Asa","USD","10.12","NOK","-"
"IAG","INTERNATIONAL AIRLINES GROUP SA","Industrials","Equity","384,246.49","0.01","384,246.49","82,002.00","4.69","Spain","Bolsa De Madrid","USD","0.85","EUR","-"
