iShares MSCI World ETF
Fund Holdings as of,"Jul 02, 2025"
Inception Date,"Jan 10, 2012"
Shares Outstanding,"29,500,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CARL B","CARLSBERG AS CL B","Consumer Staples","Equity","881,780.98","0.02","881,780.98","6,161.00","143.12","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","880,335.72","0.02","880,335.72","10,182.00","86.46","United States","NASDAQ","USD","1.00","USD","-"
"SCG","SCENTRE GROUP","Real Estate","Equity","879,652.19","0.02","879,652.19","356,441.00","2.47","Australia","Asx - All Markets","USD","1.52","AUD","-"
"IEX","IDEX CORP","Industrials","Equity","878,739.84","0.02","878,739.84","4,824.00","182.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","873,545.00","0.02","873,545.00","3,655.00","239.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"4684","OBIC LTD","Information Technology","Equity","872,996.35","0.02","872,996.35","23,100.00","37.79","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"5803","FUJIKURA LTD","Industrials","Equity","871,925.01","0.02","871,925.01","16,600.00","52.53","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","870,994.24","0.02","870,994.24","63,299.00","13.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","867,294.04","0.02","867,294.04","13,697.00","63.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrials","Equity","866,823.64","0.02","866,823.64","139,800.00","6.20","Singapore","Singapore Exchange","USD","1.27","SGD","-"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","865,307.90","0.02","865,307.90","17,945.00","48.22","United States","NASDAQ","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","863,727.88","0.02","863,727.88","4,814.00","179.42","United States","NASDAQ","USD","1.00","USD","-"
"HEN3","HENKEL & KGAA PREF AG","Consumer Staples","Equity","863,743.91","0.02","863,743.91","10,975.00","78.70","Germany","Xetra","USD","0.85","EUR","-"
"EMA","EMERA INC","Utilities","Equity","861,577.23","0.02","861,577.23","19,065.00","45.19","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"CCH","COCA COLA HBC AG","Consumer Staples","Equity","859,755.73","0.02","859,755.73","16,583.00","51.85","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"6988","NITTO DENKO CORP","Materials","Equity","860,057.98","0.02","860,057.98","45,700.00","18.82","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Health Care","Equity","856,659.80","0.02","856,659.80","37,644.00","22.76","New Zealand","New Zealand Exchange Ltd","USD","1.65","NZD","-"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Financials","Equity","848,110.79","0.02","848,110.79","38,958.00","21.77","Italy","Borsa Italiana","USD","0.85","EUR","-"
"8015","TOYOTA TSUSHO CORP","Industrials","Equity","847,200.14","0.02","847,200.14","38,000.00","22.29","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","845,210.40","0.02","845,210.40","11,938.00","70.80","United States","NASDAQ","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","843,443.54","0.02","843,443.54","2,857.00","295.22","United States","NASDAQ","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","840,974.40","0.02","840,974.40","7,416.00","113.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","839,656.43","0.02","839,656.43","11,009.00","76.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"1605","INPEX CORP","Energy","Equity","839,753.52","0.02","839,753.52","59,800.00","14.04","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"INCY","INCYTE CORP","Health Care","Equity","834,946.16","0.02","834,946.16","12,248.00","68.17","United States","NASDAQ","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","833,901.75","0.02","833,901.75","15,315.00","54.45","United States","NASDAQ","USD","1.00","USD","-"
"ALFA","ALFA LAVAL","Industrials","Equity","830,441.20","0.02","830,441.20","19,492.00","42.60","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"TLS","TELSTRA GROUP LTD","Communication","Equity","829,675.48","0.02","829,675.48","258,502.00","3.21","Australia","Asx - All Markets","USD","1.52","AUD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","828,529.42","0.02","828,529.42","10,427.00","79.46","United States","NASDAQ","USD","1.00","USD","-"
"VACN","VAT GROUP AG","Industrials","Equity","827,925.89","0.02","827,925.89","1,947.00","425.23","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","824,499.30","0.02","824,499.30","45,030.00","18.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","824,525.35","0.02","824,525.35","5,573.00","147.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPSN","SWISS PRIME SITE AG","Real Estate","Equity","820,452.45","0.02","820,452.45","5,564.00","147.46","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"1CO","COVESTRO V AG","Materials","Equity","818,652.62","0.02","818,652.62","11,499.00","71.19","Germany","Xetra","USD","0.85","EUR","-"
"KRX","KINGSPAN GROUP PLC","Industrials","Equity","817,668.03","0.02","817,668.03","9,624.00","84.96","Ireland","Irish Stock Exchange - All Market","USD","0.85","EUR","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","818,018.94","0.02","818,018.94","14,838.00","55.13","United States","NASDAQ","USD","1.00","USD","-"
"AKZA","AKZO NOBEL NV","Materials","Equity","817,343.48","0.02","817,343.48","11,615.00","70.37","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"COLO B","COLOPLAST B","Health Care","Equity","816,674.38","0.02","816,674.38","8,598.00","94.98","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.34","DKK","-"
"NDSN","NORDSON CORP","Industrials","Equity","816,824.25","0.02","816,824.25","3,667.00","222.75","United States","NASDAQ","USD","1.00","USD","-"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","816,057.32","0.02","816,057.32","3,953.00","206.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","812,716.97","0.02","812,716.97","690,645.00","117.67","European Union","-","USD","0.85","EUR","-"
"9104","MITSUI OSK LINES LTD","Industrials","Equity","811,231.38","0.02","811,231.38","24,200.00","33.52","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","809,475.80","0.02","809,475.80","5,290.00","153.02","United States","NASDAQ","USD","1.00","USD","-"
"SN.","SMITH AND NEPHEW PLC","Health Care","Equity","807,383.96","0.02","807,383.96","53,751.00","15.02","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"EQT","EQT","Financials","Equity","806,636.27","0.02","806,636.27","24,395.00","33.07","Sweden","Nasdaq Omx Nordic","USD","9.55","SEK","-"
"RVTY","REVVITY INC","Health Care","Equity","806,695.50","0.02","806,695.50","7,995.00","100.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","806,162.00","0.02","806,162.00","6,230.00","129.40","United States","NASDAQ","USD","1.00","USD","-"
"OC","OWENS CORNING","Industrials","Equity","794,084.35","0.02","794,084.35","5,455.00","145.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BALN","BALOISE HOLDING AG","Financials","Equity","792,434.94","0.02","792,434.94","3,325.00","238.33","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"11","HANG SENG BANK LTD","Financials","Equity","788,174.37","0.02","788,174.37","52,300.00","15.07","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.85","HKD","-"
"ORG","ORIGIN ENERGY LTD","Utilities","Equity","788,214.10","0.02","788,214.10","109,973.00","7.17","Australia","Asx - All Markets","USD","1.52","AUD","-"
"UDR","UDR REIT INC","Real Estate","Equity","787,139.14","0.02","787,139.14","19,402.00","40.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BEI","BEIERSDORF AG","Consumer Staples","Equity","783,430.79","0.02","783,430.79","6,173.00","126.91","Germany","Xetra","USD","0.85","EUR","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","780,361.00","0.02","780,361.00","10,991.00","71.00","United States","NASDAQ","USD","1.00","USD","-"
"CNA","CENTRICA PLC","Utilities","Equity","770,860.00","0.02","770,860.00","358,118.00","2.15","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"ABN","ABN AMRO BANK NV","Financials","Equity","768,805.14","0.02","768,805.14","27,660.00","27.79","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"SGRO","SEGRO REIT PLC","Real Estate","Equity","768,369.22","0.02","768,369.22","84,872.00","9.05","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"POOL","POOL CORP","Consumer Discretionary","Equity","767,571.12","0.02","767,571.12","2,536.00","302.67","United States","NASDAQ","USD","1.00","USD","-"
"9021","WEST JAPAN RAILWAY","Industrials","Equity","764,124.28","0.02","764,124.28","33,400.00","22.88","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"NWSA","NEWS CORP CLASS A","Communication","Equity","764,322.93","0.02","764,322.93","25,813.00","29.61","United States","NASDAQ","USD","1.00","USD","-"
"2503","KIRIN HOLDINGS LTD","Consumer Staples","Equity","762,430.13","0.02","762,430.13","54,000.00","14.12","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"JPY","JPY CASH","Cash and/or Derivatives","Cash","760,983.44","0.02","760,983.44","109,600,640.00","0.69","Japan","-","USD","144.03","JPY","-"
"STN","STANTEC INC","Industrials","Equity","758,614.73","0.02","758,614.73","7,004.00","108.31","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","758,222.76","0.02","758,222.76","15,741.00","48.17","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"RO","ROCHE HOLDING AG","Health Care","Equity","758,510.05","0.02","758,510.05","2,179.00","348.10","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"9697","CAPCOM LTD","Communication","Equity","755,560.49","0.02","755,560.49","23,600.00","32.02","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"G24","SCOUT24 N","Communication","Equity","754,889.60","0.02","754,889.60","5,657.00","133.44","Germany","Xetra","USD","0.85","EUR","-"
"H","HYDRO ONE LTD","Utilities","Equity","754,081.06","0.02","754,081.06","20,919.00","36.05","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"8473","SBI HOLDINGS INC","Financials","Equity","749,581.67","0.01","749,581.67","22,100.00","33.92","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","747,729.93","0.01","747,729.93","9,187.00","81.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRG","SNAM","Utilities","Equity","746,640.39","0.01","746,640.39","125,394.00","5.95","Italy","Borsa Italiana","USD","0.85","EUR","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","745,985.10","0.01","745,985.10","3,270.00","228.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGI","ALAMOS GOLD INC CLASS A","Materials","Equity","746,037.87","0.01","746,037.87","27,745.00","26.89","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","743,084.60","0.01","743,084.60","16,525.00","44.97","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"C38U","CAPITALAND INTEGRATED COMMERCIAL T","Real Estate","Equity","741,805.36","0.01","741,805.36","423,827.00","1.75","Singapore","Singapore Exchange","USD","1.27","SGD","-"
"RTO","RENTOKIL INITIAL PLC","Industrials","Equity","741,857.78","0.01","741,857.78","155,749.00","4.76","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"1928","SEKISUI HOUSE LTD","Consumer Discretionary","Equity","741,912.86","0.01","741,912.86","33,000.00","22.48","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"MG","MAGNA INTERNATIONAL INC","Consumer Discretionary","Equity","740,329.10","0.01","740,329.10","17,797.00","41.60","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"1812","KAJIMA CORP","Industrials","Equity","740,423.54","0.01","740,423.54","28,100.00","26.35","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrials","Equity","740,042.10","0.01","740,042.10","151,029.00","4.90","Singapore","NASDAQ","USD","1.00","USD","-"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Real Estate","Equity","739,336.49","0.01","739,336.49","7,834.00","94.38","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"SMIN","SMITHS GROUP PLC","Industrials","Equity","734,890.30","0.01","734,890.30","24,243.00","30.31","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"9503","KANSAI ELECTRIC POWER INC","Utilities","Equity","735,080.72","0.01","735,080.72","60,000.00","12.25","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"ESLT","ELBIT SYSTEMS LTD","Industrials","Equity","733,874.22","0.01","733,874.22","1,673.00","438.66","Israel","Tel Aviv Stock Exchange","USD","3.37","ILS","-"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Equity","731,796.38","0.01","731,796.38","73,107.00","10.01","Israel","Tel Aviv Stock Exchange","USD","3.37","ILS","-"
"4689","LY CORP","Communication","Equity","729,143.41","0.01","729,143.41","199,800.00","3.65","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","729,461.52","0.01","729,461.52","20,583.00","35.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EFN","ELEMENT FLEET MANAGEMENT CORP","Industrials","Equity","724,759.76","0.01","724,759.76","29,096.00","24.91","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"MNDY","MONDAYCOM LTD","Information Technology","Equity","723,262.32","0.01","723,262.32","2,412.00","299.86","Israel","NASDAQ","USD","1.00","USD","-"
"FME","FRESENIUS MEDICAL CARE AG","Health Care","Equity","722,754.58","0.01","722,754.58","12,711.00","56.86","Germany","Xetra","USD","0.85","EUR","-"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrials","Equity","719,554.92","0.01","719,554.92","3,269.00","220.11","Switzerland","SIX Swiss Exchange","USD","0.79","CHF","-"
"IAG","IA FINANCIAL INC","Financials","Equity","718,064.13","0.01","718,064.13","6,716.00","106.92","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"SGAFT","CASH COLLATERAL USD SGAFT","Cash and/or Derivatives","Cash Collateral and Margins","716,000.00","0.01","716,000.00","716,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016"
"SJM","JM SMUCKER","Consumer Staples","Equity","714,940.60","0.01","714,940.60","6,820.00","104.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGS","AGEAS SA","Financials","Equity","714,429.40","0.01","714,429.40","10,736.00","66.55","Belgium","Nyse Euronext - Euronext Brussels","USD","0.85","EUR","-"
"WRT1V","WARTSILA","Industrials","Equity","712,097.44","0.01","712,097.44","30,409.00","23.42","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","EUR","-"
"8601","DAIWA SECURITIES GROUP INC","Financials","Equity","712,449.23","0.01","712,449.23","102,100.00","6.98","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","709,471.62","0.01","709,471.62","3,846.00","184.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","708,929.64","0.01","708,929.64","966,803.00","73.33","Canada","-","USD","1.36","CAD","-"
"FGR","EIFFAGE SA","Industrials","Equity","708,955.40","0.01","708,955.40","5,110.00","138.74","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"WN","GEORGE WESTON LTD","Consumer Staples","Equity","707,722.71","0.01","707,722.71","3,628.00","195.07","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","Information Technology","Equity","705,012.40","0.01","705,012.40","4,861.00","145.03","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"EXO","EXOR NV","Financials","Equity","704,370.54","0.01","704,370.54","6,896.00","102.14","Netherlands","Euronext Amsterdam","USD","0.85","EUR","-"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Real Estate","Equity","702,757.64","0.01","702,757.64","11,401.00","61.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"X","TMX GROUP LTD","Financials","Equity","702,020.68","0.01","702,020.68","17,142.00","40.95","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","700,126.68","0.01","700,126.68","7,062.00","99.14","United States","NASDAQ","USD","1.00","USD","-"
"BVI","BUREAU VERITAS SA","Industrials","Equity","699,803.81","0.01","699,803.81","21,239.00","32.95","France","Nyse Euronext - Euronext Paris","USD","0.85","EUR","-"
"SVT","SEVERN TRENT PLC","Utilities","Equity","697,998.66","0.01","697,998.66","19,174.00","36.40","United Kingdom","London Stock Exchange","USD","0.74","GBP","-"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Communication","Equity","697,211.04","0.01","697,211.04","21,964.00","31.74","Canada","Toronto Stock Exchange","USD","1.36","CAD","-"
"PME","PRO MEDICUS LTD","Health Care","Equity","696,163.40","0.01","696,163.40","3,719.00","187.19","Australia","Asx - All Markets","USD","1.52","AUD","-"
"3407","ASAHI KASEI CORP","Materials","Equity","696,488.46","0.01","696,488.46","96,500.00","7.22","Japan","Tokyo Stock Exchange","USD","144.03","JPY","-"
"PST","POSTE ITALIANE","Financials","Equity","694,945.81","0.01","694,945.81","32,928.00","21.10","Italy","Borsa Italiana","USD","0.85","EUR","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","694,547.00","0.01","694,547.00","8,876.00","78.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKQ","LKQ CORP","Consumer Discretionary","Equity","691,830.09","0.01","691,830.09","17,937.00","38.57","United States","NASDAQ","USD","1.00","USD","-"
